question,language_code,answer
Question: Quelles valeurs forfaitaires à l'importation le règlement (CE) no 342/2008 de la Commission établit-il ?,fr,"

Answer: Le règlement établit les valeurs forfaitaires à l'importation pour certains fruits et légumes, utilisées pour déterminer le prix d'entrée de ces produits en provenance de pays tiers."
Question: Quelles sont les conditions à respecter pour que la demande de dérogation de l'Allemagne concernant deux types de lampes à gaz à décharge destinées à deux types de projecteurs pour véhicules à moteur soit approuvée ?,fr,"

Answer: La demande de dérogation sera approuvée à condition que le type de véhicule concerné soit équipé d'un système de réglage automatique des phares, d'un lave-phares et d'un système garantissant l'éclairage des feux de croisement, même lorsque les feux de route sont allumés."
Question: Quelle est la somme que la société Kobemac Ltd peut prétendre récupérer suite à sa demande de remboursement de droits antidumping ?,fr,"

Answer: La société Kobemac Ltd peut prétendre récupérer [. . .] livres sterling."
Question: Quelles marchandises sont visées par le règlement de la Commission européenne 1578/2006 et comment sont-elles classées dans la nomenclature combinée ?,fr,"

Answer: Le règlement 1578/2006 de la Commission européenne concerne le classement de certaines marchandises dans la nomenclature combinée. La colonne 1 de l'annexe au règlement énumère les marchandises en question, qui doivent être classées dans les codes NC correspondants indiqués dans la colonne 2 de l'annexe."
"Question: Quelles sont les valeurs forfaitaires à l'importation visées par le règlement (CE) n° 840/2008 de la Commission, et sur quoi sont-elles basées ?",fr,"

Answer: Le règlement (CE) n° 840/2008 de la Commission fixe les valeurs forfaitaires à l'importation pour certains fruits et légumes, sur la base de l'article 138 du règlement (CE) n° 1580/2007. Ces valeurs sont utilisées pour déterminer le prix d'entrée de ces produits en provenance de pays tiers."
Q: Quel règlement établit les valeurs forfaitaires à l'importation pour la détermination du prix d'entrée de certains fruits et légumes et quand est-il entré en vigueur ?,fr,"
A: Le règlement (CE) n° 1906/2005 de la Commission, qui est entré en vigueur le 23 novembre 2005."
Question: Quel programme a été adopté par la Commission le 25 mai 1983 conformément au règlement (CEE) n ° 355/77 du Conseil et limité aux projets présentés avant le 1er mai 1984 ?,fr,"

Answer: Le programme concernant l'élevage d'animaux reproducteurs dans le land de Bavière."
Question: Quels produits originaires de Yougoslavie sont soumis à des droits de douane à l'importation dans la Communauté à compter du 24 avril 1990 ?,fr,"

Answer: Du 24 avril au 31 décembre 1990, les produits énumérés en annexe du règlement sont soumis à des droits de douane à l'importation dans la Communauté depuis la Yougoslavie."
Q: Quelle est la décision de la Commission concernant la participation financière de la Communauté pour l'éradication de la fièvre catarrhale du mouton en Bulgarie et quelle est la contribution financière maximale de la Communauté pour une campagne de vaccination d'urgence ?,fr,"
A: La Commission décide que la Bulgarie peut obtenir une participation financière de la Communauté pour l'acquisition de 100 000 doses de vaccin contre la fièvre catarrhale du mouton pour une campagne de vaccination d'urgence dans les provinces de Burgas, Yambol et Haskovo. La contribution financière maximale de la Communauté s'élève à 100 % des dépenses pour l'acquisition du vaccin et son acheminement jusqu'en Bulgarie, avec un plafond de 10 000 euros."
Question: Quels sont les nouveaux volumes des contingents tarifaires communautaires ouverts pour 1984 pour les ferrochromes de la sous-position ex 73.02 E I du tarif douanier commun ?,fr,"

Answer: Les volumes des contingents tarifaires communautaires sont augmentés à 11 500 tonnes pour le ferrochrome contenant 4% ou plus de carbone, et à 374 000 tonnes pour le ferrochrome contenant 6% ou plus de carbone."
Question: Quels droits à l'importation dans le secteur des céréales sont entrés en vigueur le 12 octobre 2006 ?,fr,"

Answer: Les droits à l'importation suivants sont entrés en vigueur le 12 octobre 2006:
- Orge: 32,00 EUR/t
- Maïs: 43,00 EUR/t
- Blé tendre: 47,00 EUR/t
- Blé dur: 62,00 EUR/t
- Seigle: 56,00 EUR/t
- Avoine: 18,00 EUR/t
Ils ont remplacé les droits fixés par le règlement (CE) no 1442/2006."
Question: Quelles sont les conditions à respecter pour obtenir le transfert d'une autorisation de mise sur le marché de médicaments conformément au règlement (CE) n° 2141/96 de la Commission ?,fr,"

Answer: Pour obtenir le transfert d'une autorisation de mise sur le marché de médicaments, le titulaire actuel de l'autorisation doit soumettre à l'Agence européenne pour l'évaluation des médicaments une demande précise accompagnée des documents énumérés en annexe au règlement. La demande doit porter sur le transfert d'une seule autorisation et être accompagnée de la redevance appropriée. Elle doit être complète et la personne à qui le transfert est destiné doit être établie dans l'UE."
"Question: Quelles sont les mesures que la Commission demande aux États membres d'appliquer concernant les importations depuis la Roumanie, en réponse à un cas confirmé d'influenza aviaire hautement pathogène dans ce pays ?",fr,"

Answer: La Commission demande aux États membres de suspendre l'importation de volailles vivantes, d'oiseaux sauvages vivants, d'œufs à couver et de certains produits animaux depuis la Roumanie. Une dérogation autorise les importations de produits issus d'animaux abattus avant le 1er août 2005 ou ayant subi certains traitements spécifiques. Les certificats vétérinaires accompagnant ces derniers lots doivent comporter une mention spécifique."
"En vertu du règlement (CE) n°151/2003 du Conseil, quelles sont les mesures antidumping qui s'appliquent aux importations de certaines tôles dites «magnétiques» à grains orientés originaires de Russie et à quel taux ?",fr,
Q: Quelle est l'importance juridique de la décision du Conseil relative à l'adhésion de la Communauté européenne à la Commission générale des pêches pour la Méditerranée?,fr,"
A: La décision du Conseil est importante car elle officialise l'adhésion de la Communauté européenne à la Commission générale des pêches pour la Méditerranée (CGPM) par le dépôt d'une déclaration d'acceptation de l'accord et du règlement intérieur de cette organisation. Cela permet à la Communauté d'avoir voix au chapitre dans la gestion et la conservation des ressources halieutiques en Méditerranée et de contribuer à leur conservation dans la zone couverte par l'accord de la CGPM."
Q: Quel règlement établit les valeurs forfaitaires à l'importation pour la détermination du prix d'entrée de certains fruits et légumes et quand est-il entré en vigueur ?,fr,"
A: Le règlement (CE) n ° 770/2003 de la Commission, qui est entré en vigueur le 3 mai 2003."
Question: Quel est le taux de conversion du blé tendre en farine dans le cadre de la production d'amidon ou de quellmehl sous surveillance officielle ?,fr,"

Answer: Le taux de conversion applicable est de 1,4 tonne de blé tendre pour 1 tonne de farine."
Q: Quels essais et analyses comparatifs communautaires commencés en 2005 devraient se poursuivre en 2007 conformément à la décision 2005/5/CE de la Commission ?,fr,"
A: Les essais et analyses comparatifs communautaires concernant les semences et matériels de multiplication d’Asparagus officinalis L."
Question: Quelles sont les conditions à respecter pour qu'une organisation de producteurs bénéficie de la compensation financière pour le retrait du marché de certains produits de la pêche ?,fr,"

Answer: Une organisation de producteurs ne peut bénéficier de la compensation financière que si elle respecte les conditions suivantes :
- appliquer et faire appliquer par ses membres, tout au long de la campagne, le prix de retrait communautaire au stade de la première mise en vente, tel que défini à l'article 12 du règlement (CEE) n ° 3759/92 ;
- s'assurer que seules les quantités retirées du marché qui ont été pêchées par ses membres et mises en vente par son intermédiaire ou selon ses règles communes sont considérées pour le calcul de la compensation financière ;
- veiller à ce que les quantités mises en vente aient été précédemment classées conformément aux normes de commercialisation énoncées à l'article 2 du règlement (CEE) n ° 3759/92 ;
- introduire une demande de versement de la compensation financière auprès des autorités compétentes dans un délai de quatre mois après la fin de chaque campagne de pêche."
Est-ce que la décision du Conseil nomme un nouveau membre du Comité économique et social ?,fr,"

Oui. La décision du Conseil nomme M. Peter KORN en remplacement de Mme Dagmar BOVING en tant que membre allemand du Comité économique et social pour la durée du mandat restant de Mme BOVING, soit jusqu'au 20 septembre 2006."
